ID,Name,Rating,Price,SkillsMoves,WeakFoot,Pace,Shooting,Passing,Dribbling,Defending,Phyiscality,Popularity,BaseStats,InGameStats,Revision,Position,WorkRate,Height,Club,Country,League,NationPic,ClubPic,PlayerPic
801,Florian Grillitsch,79,550,3,3,64,59,77,78,68,66,77kg),2,412,1930,Normal,CM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/4.png,https://cdn.futbin.com/content/fifa20/img/clubs/10029.png,https://cdn.futbin.com/content/fifa20/img/players/228336.png?v=22
802,Rubén Alcaraz,79,800,3,4,64,73,79,72,80,82,81kg),58,450,2184,Normal,CM,M\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/462.png,https://cdn.futbin.com/content/fifa20/img/players/229788.png?v=22
803,Franck Yannick Kessié,79,1.4K,3,4,72,72,72,77,78,88,76kg),158,459,2167,Normal,CM,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/47.png,https://cdn.futbin.com/content/fifa20/img/players/230938.png?v=22
804,Alban Lafont,79,800,1,3,80,77,71,83,47,76,82kg),38,434,911,Normal,GK,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/71.png,https://cdn.futbin.com/content/fifa20/img/players/231691.png?v=22
805,Wesley,79,850,3,3,77,76,68,73,38,88,94kg),185,420,1916,Normal,ST,H\H,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/2.png,https://cdn.futbin.com/content/fifa20/img/players/232381.png?v=22
806,Shoya Nakajima,79,1K,4,4,90,73,72,83,37,50,64kg),113,405,1980,Normal,LM,H\L,"164cm|5'5""",https://cdn.futbin.com/content/fifa20/img/nation/163.png,https://cdn.futbin.com/content/fifa20/img/clubs/236.png,https://cdn.futbin.com/content/fifa20/img/players/232862.png?v=22
807,Lucas Tolentino Coelho de Lima,79,800,4,2,76,75,75,81,60,77,72kg),170,444,2131,Normal,CAM,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/47.png,https://cdn.futbin.com/content/fifa20/img/players/233927.png?v=22
808,Achraf Hakimi,79,3.4K,3,3,92,62,72,80,74,74,73kg),278,454,2067,Normal,LB,H\L,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/129.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/235212.png?v=22
809,Marc Roca,79,500,3,3,61,62,77,74,73,68,74kg),5,415,1949,Normal,CDM,M\H,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/452.png,https://cdn.futbin.com/content/fifa20/img/players/235945.png?v=22
810,Ibrahima Konaté,79,950,3,2,78,27,54,68,80,78,93kg),542,385,1709,Normal,CB,H\H,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/237678.png?v=22
811,Dan-Axel Zagadou,79,950,2,3,62,34,61,51,80,80,90kg),102,368,1650,Normal,CB,M\H,"196cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/238476.png?v=22
812,Junior Firpo,79,1.5K,3,3,85,64,72,74,75,76,78kg),321,446,2047,Normal,LB,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/241184.png?v=22
813,Sven Ulreich,79,1K,1,2,79,71,68,85,41,79,87kg),8,423,841,Normal,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/186569.png?v=22
814,Shkodran Mustafi,79,1.2K,2,3,60,57,63,62,77,77,82kg),21,396,1906,Normal,CB,M\H,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/1.png,https://cdn.futbin.com/content/fifa20/img/players/192227.png?v=22
815,Michy Batshuayi,79,1K,4,5,76,79,58,78,33,72,88kg),194,396,1896,Normal,ST,M\L,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/204529.png?v=22
816,Cristhian Stuani,79,500,4,3,69,78,69,75,48,82,76kg),30,421,2047,Normal,ST,M\L,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/60.png,https://cdn.futbin.com/content/fifa20/img/clubs/110062.png,https://cdn.futbin.com/content/fifa20/img/players/186537.png?v=22
817,Nacho Monreal,79,3.1K,3,3,63,61,71,74,80,68,77kg),2,417,2035,Normal,LB,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/457.png,https://cdn.futbin.com/content/fifa20/img/players/177604.png?v=22
818,Nikola Kalinic,79,850,3,4,67,76,64,74,42,72,80kg),9,395,1893,,ST,H\H,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/52.png,https://cdn.futbin.com/content/fifa20/img/players/185431.png?v=22
819,Elkeson,79,400,4,4,81,77,73,77,49,76,83kg),21,433,2087,,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/155.png,https://cdn.futbin.com/content/fifa20/img/clubs/111839.png,https://cdn.futbin.com/content/fifa20/img/players/192598.png?v=22
820,André Silva,79,1.2K,4,3,77,75,63,78,43,75,79kg),22,411,1972,,ST,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/1824.png,https://cdn.futbin.com/content/fifa20/img/players/228941.png?v=22
821,Raphinha,79,1K,4,3,89,74,74,82,49,70,68kg),61,438,2091,Normal,RW,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/74.png,https://cdn.futbin.com/content/fifa20/img/players/233419.png?v=22
822,Ismael Sosa,79,17.75K,3,3,85,77,75,79,51,77,71kg),11,444,2084,IF,ST,H\L,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/110781.png,https://cdn.futbin.com/content/fifa20/img/players/165531.png?v=22
823,Casimir Ninga,79,14K,3,3,95,80,72,76,33,84,81kg),500,440,2040,IF,LW,H\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/106.png,https://cdn.futbin.com/content/fifa20/img/clubs/1530.png,https://cdn.futbin.com/content/fifa20/img/players/231041.png?v=22
824,Georg Margreitter,79,14.75K,2,2,53,31,55,50,81,79,85kg),12,349,1620,IF,CB,M\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/4.png,https://cdn.futbin.com/content/fifa20/img/clubs/171.png,https://cdn.futbin.com/content/fifa20/img/players/183795.png?v=22
825,Adis Jahovic,79,37K,3,3,68,80,53,72,39,81,90kg),6,393,1790,IF,ST,H\L,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/19.png,https://cdn.futbin.com/content/fifa20/img/clubs/113259.png,https://cdn.futbin.com/content/fifa20/img/players/212107.png?v=22
826,Libor Kozák,79,14.25K,2,3,59,78,60,72,39,82,88kg),1,390,1893,IF,ST,M\M,"193cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/12.png,https://cdn.futbin.com/content/fifa20/img/clubs/267.png,https://cdn.futbin.com/content/fifa20/img/players/188871.png?v=22
827,Borja Valero,79,1.6K,4,4,48,69,84,82,66,60,73kg),6,409,2048,CL,CAM,M\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/161956.png?v=22
828,Antonio Candreva,79,1.4K,4,4,74,78,76,79,61,67,70kg),3,435,2077,CL,RM,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/27.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/173221.png?v=22
829,Ruud Vormer,79,750,3,4,60,74,79,70,75,79,79kg),1,437,2154,CL,CM,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/231.png,https://cdn.futbin.com/content/fifa20/img/players/178415.png?v=22
830,Adam Lallana,79,1.4K,4,5,67,71,79,82,62,65,73kg),1,426,2082,CL,CM,H\H,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/9.png,https://cdn.futbin.com/content/fifa20/img/players/180819.png?v=22
831,Mariano,79,1.1K,3,3,82,64,75,76,71,76,69kg),7,444,2113,CL,RB,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/325.png,https://cdn.futbin.com/content/fifa20/img/players/184949.png?v=22
832,Sven Ulreich,79,2K,1,2,79,71,68,85,41,79,87kg),5,423,-,CL,GK,M\M,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/186569.png?v=22
833,Kwadwo Asamoah,79,1.6K,4,3,74,68,78,82,79,74,75kg),18,455,2208,CL,LB,H\H,"173cm|5'8""",https://cdn.futbin.com/content/fifa20/img/nation/117.png,https://cdn.futbin.com/content/fifa20/img/clubs/44.png,https://cdn.futbin.com/content/fifa20/img/players/186832.png?v=22
834,Haris Seferovic,79,1K,3,2,71,77,67,72,47,86,85kg),17,420,2017,CL,ST,H\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/47.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/193408.png?v=22
835,Serge Aurier,79,1.7K,3,3,77,59,73,76,77,76,76kg),8,438,2073,CL,RB,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/108.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/197853.png?v=22
836,Ross Barkley,79,1.3K,4,5,70,73,77,80,56,73,87kg),2,429,2024,CL,CAM,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/199189.png?v=22
837,Danilo,79,1.8K,3,4,71,70,74,74,78,76,78kg),14,443,2135,CL,RB,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/199304.png?v=22
838,Vitolo,79,2.1K,3,4,76,76,76,79,41,75,79kg),10,423,1984,CL,LM,M\M,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/199715.png?v=22
839,Ciprian Tatarusanu,79,850,1,3,79,77,75,81,45,78,86kg),4,435,-,CL,GK,M\M,"196cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/39.png,https://cdn.futbin.com/content/fifa20/img/clubs/66.png,https://cdn.futbin.com/content/fifa20/img/players/201325.png?v=22
840,Eric Dier,79,1.7K,2,3,54,63,71,65,80,84,90kg),5,417,2013,CL,CDM,M\H,"190cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/202335.png?v=22
841,Santiago Arias,79,1.2K,3,3,83,53,69,75,76,77,72kg),3,433,2013,CL,RB,H\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/56.png,https://cdn.futbin.com/content/fifa20/img/clubs/240.png,https://cdn.futbin.com/content/fifa20/img/players/204259.png?v=22
842,Michy Batshuayi,79,1.8K,4,5,76,79,58,78,33,72,88kg),16,396,1896,CL,ST,M\L,"185cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/204529.png?v=22
843,Mário Rui,79,2.2K,3,3,83,49,73,79,73,67,67kg),5,424,2083,CL,LB,H\M,"170cm|5'7""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/48.png,https://cdn.futbin.com/content/fifa20/img/players/204614.png?v=22
844,Ben Davies,79,1.4K,3,3,73,58,75,75,78,74,76kg),5,433,2039,CL,LB,M\H,"182cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/50.png,https://cdn.futbin.com/content/fifa20/img/clubs/18.png,https://cdn.futbin.com/content/fifa20/img/players/205923.png?v=22
845,Denis Cheryshev,79,1.2K,3,4,77,79,78,77,55,67,74kg),4,433,2065,CL,LM,H\L,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/40.png,https://cdn.futbin.com/content/fifa20/img/clubs/461.png,https://cdn.futbin.com/content/fifa20/img/players/206225.png?v=22
846,Joël Veltman,79,1K,2,4,66,49,66,69,79,78,75kg),2,407,1900,CL,CB,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/34.png,https://cdn.futbin.com/content/fifa20/img/clubs/245.png,https://cdn.futbin.com/content/fifa20/img/players/208004.png?v=22
847,Andreas Samaris,79,1.3K,2,3,57,66,70,70,79,84,84kg),6,426,2058,CL,CDM,M\H,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/22.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/208230.png?v=22
848,De Tomás,79,2.1K,3,4,72,81,60,74,35,71,72kg),1,393,1887,CL,ST,M\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/234.png,https://cdn.futbin.com/content/fifa20/img/players/210315.png?v=22
849,Ruben Loftus-Cheek,79,1.5K,4,3,70,67,76,80,62,79,88kg),7,434,2008,CL,CM,H\M,"191cm|6'3""",https://cdn.futbin.com/content/fifa20/img/nation/14.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/213666.png?v=22
850,Lucas Alario,79,950,3,3,71,77,59,75,29,75,78kg),6,386,1838,CL,ST,H\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/52.png,https://cdn.futbin.com/content/fifa20/img/clubs/32.png,https://cdn.futbin.com/content/fifa20/img/players/215353.png?v=22
851,Léo Dubois,79,1.4K,3,4,74,61,75,75,77,73,73kg),8,435,2076,CL,RB,M\M,"178cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/66.png,https://cdn.futbin.com/content/fifa20/img/players/216643.png?v=22
852,Mbwana Ally Samatta,79,1.7K,3,4,85,78,66,73,32,74,80kg),15,408,1929,CL,ST,H\H,"183cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/143.png,https://cdn.futbin.com/content/fifa20/img/clubs/673.png,https://cdn.futbin.com/content/fifa20/img/players/218066.png?v=22
853,Jason Denayer,79,1.3K,2,3,75,42,63,69,79,78,80kg),10,406,1839,CL,CB,M\H,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/7.png,https://cdn.futbin.com/content/fifa20/img/clubs/66.png,https://cdn.futbin.com/content/fifa20/img/players/220182.png?v=22
854,Angeliño,79,4.2K,4,3,85,64,79,80,72,78,69kg),29,458,2179,CL,LB,H\M,"175cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/10.png,https://cdn.futbin.com/content/fifa20/img/players/220651.png?v=22
855,Mariano Díaz Mejía,79,1.8K,3,4,82,80,61,73,45,80,76kg),1,421,2030,CL,ST,H\M,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/207.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/221639.png?v=22
856,Lukas Klostermann,79,2K,2,3,85,50,63,70,79,75,83kg),22,422,1867,CL,RB,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/222331.png?v=22
857,Abdou Diallo,79,1.3K,3,3,77,37,70,76,78,76,79kg),2,414,1931,CL,CB,H\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/225711.png?v=22
858,Thilo Kehrer,79,1.3K,3,5,74,44,65,68,78,76,76kg),8,405,1901,CL,CB,M\H,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/21.png,https://cdn.futbin.com/content/fifa20/img/clubs/73.png,https://cdn.futbin.com/content/fifa20/img/players/226229.png?v=22
859,Benjamin Pavard,79,2.3K,3,3,69,47,72,70,81,74,76kg),15,413,1983,CL,CB,M\M,"186cm|6'1""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/21.png,https://cdn.futbin.com/content/fifa20/img/players/226851.png?v=22
860,Rodrigo Bentancur,79,1.6K,4,4,70,58,78,81,70,74,72kg),8,431,2055,CL,CM,M\M,"187cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/60.png,https://cdn.futbin.com/content/fifa20/img/clubs/114153.png,https://cdn.futbin.com/content/fifa20/img/players/227535.png?v=22
861,Sander Berge,79,2.6K,3,3,74,49,74,74,76,85,94kg),13,432,2001,CL,CDM,M\H,"195cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/36.png,https://cdn.futbin.com/content/fifa20/img/clubs/673.png,https://cdn.futbin.com/content/fifa20/img/players/228092.png?v=22
862,Ruslan Malinovskyi,79,1.2K,4,4,71,77,81,77,64,80,85kg),2,450,2162,CL,CM,H\H,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/49.png,https://cdn.futbin.com/content/fifa20/img/clubs/39.png,https://cdn.futbin.com/content/fifa20/img/players/231969.png?v=22
863,Achraf Hakimi,79,5.2K,3,3,92,62,72,80,74,74,73kg),23,454,2067,CL,LB,H\L,"181cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/129.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/235212.png?v=22
864,Tomáš Soucek,79,1.4K,3,3,70,68,72,73,79,82,86kg),2,444,2093,CL,CDM,H\H,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/12.png,https://cdn.futbin.com/content/fifa20/img/clubs/266.png,https://cdn.futbin.com/content/fifa20/img/players/236792.png?v=22
865,Ibrahima Konaté,79,1.3K,3,2,78,27,54,68,80,78,93kg),25,385,1709,CL,CB,H\H,"192cm|6'4""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/112172.png,https://cdn.futbin.com/content/fifa20/img/players/237678.png?v=22
866,Dan-Axel Zagadou,79,1.6K,2,3,62,34,61,51,80,80,90kg),18,368,1650,CL,CB,M\H,"196cm|6'5""",https://cdn.futbin.com/content/fifa20/img/nation/18.png,https://cdn.futbin.com/content/fifa20/img/clubs/22.png,https://cdn.futbin.com/content/fifa20/img/players/238476.png?v=22
867,Vinícius Júnior,79,2.5K,5,4,93,70,71,84,29,63,73kg),51,410,1941,CL,LW,H\M,"176cm|5'9""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/243.png,https://cdn.futbin.com/content/fifa20/img/players/238794.png?v=22
868,Junior Firpo,79,2K,3,3,85,64,72,74,75,76,78kg),15,446,2047,CL,LB,M\M,"184cm|6'0""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/241.png,https://cdn.futbin.com/content/fifa20/img/players/241184.png?v=22
869,Dani Olmo,79,1.6K,4,4,80,76,76,82,48,61,72kg),20,423,2035,CL,CAM,H\M,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/211.png,https://cdn.futbin.com/content/fifa20/img/players/244260.png?v=22
870,Christian Pulisic,79,1.6K,4,4,90,68,70,83,36,58,69kg),6,405,1919,CL,LW,M\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/95.png,https://cdn.futbin.com/content/fifa20/img/clubs/5.png,https://cdn.futbin.com/content/fifa20/img/players/227796.png?v=22
871,Mislav Oršic,79,13.5K,3,4,93,84,74,81,56,66,69kg),497,454,2145,IF,LM,H\H,"179cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/10.png,https://cdn.futbin.com/content/fifa20/img/clubs/211.png,https://cdn.futbin.com/content/fifa20/img/players/221174.png?v=22
872,Daniel Candeias,79,47.75K,4,4,90,73,78,81,57,74,78kg),78,453,2139,IF,ST,H\H,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/38.png,https://cdn.futbin.com/content/fifa20/img/clubs/101025.png,https://cdn.futbin.com/content/fifa20/img/players/189468.png?v=22
873,Kodjo Fo-Doh Laba,79,10.75K,2,4,84,76,67,72,31,80,75kg),6,410,1956,IF,ST,H\L,"180cm|5'11""",https://cdn.futbin.com/content/fifa20/img/nation/144.png,https://cdn.futbin.com/content/fifa20/img/clubs/111701.png,https://cdn.futbin.com/content/fifa20/img/players/251353.png?v=22
874,Christopher Trimmel,79,24K,3,3,80,65,76,73,75,86,82kg),64,455,2079,IF,RWB,H\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/4.png,https://cdn.futbin.com/content/fifa20/img/clubs/1831.png,https://cdn.futbin.com/content/fifa20/img/players/193254.png?v=22
875,Víctor Rodríguez,79,31K,3,4,80,77,77,80,48,66,65kg),3,428,2013,Hero,LM,M\M,"167cm|5'6""",https://cdn.futbin.com/content/fifa20/img/nation/45.png,https://cdn.futbin.com/content/fifa20/img/clubs/111144.png,https://cdn.futbin.com/content/fifa20/img/players/211017.png?v=22
876,Famara Diedhiou,79,11K,3,2,68,79,53,72,37,79,80kg),19,388,1814,IF,ST,M\M,"189cm|6'2""",https://cdn.futbin.com/content/fifa20/img/nation/136.png,https://cdn.futbin.com/content/fifa20/img/clubs/1919.png,https://cdn.futbin.com/content/fifa20/img/players/223283.png?v=22
877,Cesinha,79,12.75K,4,4,79,80,76,80,35,67,74kg),7,417,1987,IF,CAM,H\M,"177cm|5'10""",https://cdn.futbin.com/content/fifa20/img/nation/54.png,https://cdn.futbin.com/content/fifa20/img/clubs/2056.png,https://cdn.futbin.com/content/fifa20/img/players/225733.png?v=22
